LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554,0.984375,0.9741379
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554,0.984375,0.9741379,1.0,0.9864532
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554,0.984375,0.9741379,1.0,0.9864532,1.0,0.9926108
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554,0.984375,0.9741379,1.0,0.9864532,1.0,0.9926108,1.0,0.9913793
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101
0.02,0.99,0.0002,30000,0.99,300,0.46875,0.45812806,0.578125,0.56527096,0.984375,0.98029554,0.984375,0.9741379,1.0,0.9864532,1.0,0.9926108,1.0,0.9913793,0.9921875,0.9815271
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101,train5401,test5401
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845,1.0,0.99753696
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101,train5401,test5401,train5701,test5701
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845,1.0,0.99753696,1.0,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101,train5401,test5401,train5701,test5701,train6001,test6001
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845,1.0,0.99753696,1.0,0.9950739,1.0,0.99384236
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101,train5401,test5401,train5701,test5701,train6001,test6001,train6301,test6301
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845,1.0,0.99753696,1.0,0.9950739,1.0,0.99384236,1.0,0.9950739
LEARNING_RATE_BASE,LEARNING_RATE_DECAY,REGULARAZATION_RATE,TRAINING_STEPS,MOVING_AVERAGE_DECAY,DECAY_STEPS,train1,test1,train301,test301,train601,test601,train901,test901,train1201,test1201,train1501,test1501,train1801,test1801,train2101,test2101,train2401,test2401,train2701,test2701,train3001,test3001,train3301,test3301,train3601,test3601,train3901,test3901,train4201,test4201,train4501,test4501,train4801,test4801,train5101,test5101,train5401,test5401,train5701,test5701,train6001,test6001,train6301,test6301,train6601,test6601
0.01,0.97,0.0005,30000,0.99,100,0.546875,0.56650245,1.0,0.9926108,0.9921875,0.99384236,1.0,0.9926108,1.0,0.9950739,0.9921875,0.9950739,1.0,0.99014777,1.0,0.99014777,1.0,0.9950739,1.0,0.99384236,0.984375,0.9913793,1.0,0.99753696,1.0,0.99384236,1.0,0.9963054,1.0,0.99753696,1.0,0.9950739,1.0,0.99753696,1.0,0.99876845,1.0,0.99753696,1.0,0.9950739,1.0,0.99384236,1.0,0.9950739,1.0,0.9963054
